TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
114.35,Credit,El Paso,Branch,Adult,Engineer,21.000000000000004,1.0,469.12,1
373.27,Credit,Miami,Online,Senior,Doctor,79.0,1.0,8441.61,2
504.63000000000005,Debit,Portland,Online,Senior,Engineer,168.00000000000003,1.0,3806.16,0
126.22,Debit,Atlanta,ATM,Adult,Engineer,77.0,1.0,6133.41,1
820.15,Debit,Kansas City,Branch,Adult,Doctor,181.0,1.0,8802.97,2
899.2850000000002,Credit,Houston,Online,Senior,Doctor,127.0,1.0,14881.77,2
8.37,Debit,Colorado Springs,ATM,Senior,Retired,135.0,1.0,1106.34,1
197.49,Credit,Fresno,Online,Adult,Retired,30.0,1.0,5005.33,1
637.97,Debit,New York,Branch,Adult,Retired,90.0,1.0,7949.03,2
13.52,Debit,Seattle,ATM,Youth,Student,65.0,1.0,259.77,0
432.1,Debit,San Francisco,ATM,Adult,Engineer,240.0,1.0,2114.3,0
375.17,Debit,Fort Worth,ATM,Adult,Engineer,66.0,1.0,5495.3,1
642.68,Debit,Fresno,Branch,Adult,Doctor,94.0,1.0,8461.46,1
78.44,Credit,San Jose,Online,Adult,Retired,292.0,1.0,6870.84,0
139.72,Debit,Memphis,Branch,Adult,Engineer,201.0,1.0,5058.83,2
499.99,Debit,San Jose,Branch,Youth,Engineer,296.0,1.0,8885.0,0
10.07,Debit,Albuquerque,Online,Youth,Student,49.0,1.0,530.81,1
120.61999999999999,Debit,Raleigh,ATM,Youth,Student,85.0,1.0,9379.53,0
578.49,Debit,Nashville,Branch,Adult,Retired,180.0,1.0,6475.13,2
119.3,Debit,Mesa,Branch,Youth,Engineer,22.0,1.0,319.04,2
280.92,Debit,Phoenix,Online,Adult,Doctor,168.00000000000003,1.0,5298.85,0
42.42,Debit,Sacramento,Online,Youth,Student,102.0,1.0,490.57,0
77.03,Debit,Fresno,ATM,Senior,Doctor,259.0,1.0,11310.27,1
22.59,Debit,Seattle,ATM,Senior,Retired,45.0,1.0,3988.75,0
568.76,Debit,Baltimore,ATM,Adult,Retired,155.0,1.0,7484.319999999999,1
25.94,Credit,San Jose,Online,Adult,Retired,211.0,1.0,4815.11,0
105.94,Debit,Oklahoma City,Branch,Adult,Engineer,207.0,1.0,5963.1,2
733.29,Debit,Virginia Beach,ATM,Adult,Doctor,94.0,1.0,10427.0,0
350.15,Credit,Fresno,ATM,Youth,Student,195.0,1.0,296.47,1
899.2850000000002,Debit,Kansas City,ATM,Senior,Doctor,105.0,1.0,1100.06,2
183.67,Debit,San Diego,Online,Youth,Student,238.0,1.0,910.26,0
278.27,Debit,Tucson,Branch,Youth,Doctor,123.0,1.0,6684.34,0
470.3,Debit,Austin,ATM,Adult,Doctor,88.0,1.0,8524.09,1
261.69,Debit,Philadelphia,ATM,Adult,Retired,84.00000000000001,1.0,5126.65,0
365.04,Debit,Virginia Beach,Branch,Youth,Student,94.0,1.0,873.8899999999999,0
211.1,Debit,Miami,Branch,Adult,Retired,136.0,1.0,7059.77,2
21.49,Debit,Denver,ATM,Adult,Doctor,240.0,1.0,11991.24,1
63.58,Debit,Columbus,ATM,Youth,Student,199.0,1.0,8086.040000000001,1
321.86,Debit,San Antonio,ATM,Senior,Doctor,167.0,1.0,12626.49,0
12.11,Debit,Jacksonville,,Senior,Retired,127.0,1.0,1730.28,2
642.54,Debit,Milwaukee,Branch,Adult,Engineer,28.0,1.0,3143.17,2
210.45,Debit,Las Vegas,ATM,Youth,Student,146.0,1.0,1242.49,2
313.65,Credit,Chicago,Branch,Adult,Retired,173.0,1.0,1886.36,1
99.76,Debit,Sacramento,Branch,Youth,Student,131.0,1.0,416.89,0
115.32,Debit,Denver,Branch,Adult,Retired,113.0,1.0,5929.08,1
33.61,Debit,Milwaukee,Online,Youth,Student,72.0,1.0,479.08,2
498.59,Credit,Oklahoma City,Online,Youth,Doctor,32.0,1.0,5862.99,2
98.81,Debit,San Francisco,Branch,Youth,Student,91.0,1.0,797.1,0
1.8700000000000003,Debit,Washington,ATM,Senior,Retired,147.0,1.0,7287.94,0
78.92,Credit,Jacksonville,Online,Adult,Engineer,95.0,1.0,5624.86,2
194.29,Credit,Seattle,Branch,Adult,Engineer,10.0,1.0,2988.41,0
28.73,Debit,Kansas City,ATM,Adult,Engineer,185.0,1.0,2712.96,2
105.53,Debit,Colorado Springs,Online,Youth,Student,88.0,1.0,1433.66,1
737.34,Debit,Miami,Online,Youth,Doctor,34.0,1.0,7336.56,2
237.86,Debit,Philadelphia,ATM,Youth,Student,210.0,1.0,475.62999999999994,0
409.61,Debit,Kansas City,Branch,Senior,Doctor,89.0,1.0,11698.15,2
75.53,Credit,Fresno,Online,Youth,Student,157.0,1.0,1034.35,1
72.75,Debit,Phoenix,ATM,Senior,Doctor,15.0,1.0,12042.79,0
39.11,Debit,Columbus,Online,Youth,Student,143.0,1.0,518.54,1
899.2850000000002,Debit,San Francisco,ATM,Youth,Student,139.0,1.0,1258.93,0
729.38,Debit,Los Angeles,ATM,Senior,Doctor,90.0,1.0,9127.65,2
137.49,Debit,Fort Worth,ATM,Youth,Engineer,50.00000000000001,1.0,4471.05,1
504.71,Debit,Detroit,Online,Youth,Engineer,61.00000000000001,1.0,6214.54,1
371.47,Credit,Milwaukee,Branch,Youth,Student,58.00000000000001,1.0,1187.04,2
430.35,Debit,Charlotte,Online,Youth,Doctor,205.0,1.0,354.9,1
230.32,Debit,Las Vegas,Branch,Youth,Engineer,56.0,1.0,791.46,2
121.71,Debit,Chicago,ATM,Adult,Retired,140.0,1.0,5878.89,1
98.87,Debit,Detroit,Online,Youth,Student,179.0,1.0,533.2,1
117.55,Debit,Fresno,ATM,Youth,Student,35.0,1.0,897.94,1
244.64,Debit,Tucson,Branch,Youth,Doctor,103.0,1.0,9159.56,0
321.93,Debit,Nashville,ATM,Adult,Engineer,12.0,1.0,4392.73,2
899.2850000000002,Debit,Columbus,Branch,Adult,Retired,11.0,1.0,1390.98,1
283.23,Debit,El Paso,Online,Adult,Engineer,98.0,1.0,2008.7700000000002,1
346.65,Debit,Washington,Online,Youth,Engineer,60.00000000000001,1.0,6356.96,0
381.62,Debit,Las Vegas,Online,Senior,Retired,164.0,1.0,6009.12,2
388.65,Debit,Oklahoma City,ATM,Senior,Retired,43.0,1.0,7896.850000000001,2
29.22,Debit,San Antonio,ATM,Youth,Student,151.0,1.0,1649.43,0
46.75,Debit,Colorado Springs,Branch,Senior,Retired,150.0,1.0,2840.43,1
348.64,Debit,San Jose,Online,Adult,Retired,128.0,1.0,3274.96,0
319.17,Debit,Tucson,Online,Senior,Retired,81.0,1.0,6501.56,0
73.95,Debit,Kansas City,ATM,Youth,Student,75.99999999999999,1.0,363.92,2
389.63,Debit,Mesa,Online,Youth,Engineer,99.0,1.0,9748.48,2
217.61,Debit,Chicago,ATM,Youth,Student,45.0,1.0,1404.53,1
199.84,Debit,Dallas,ATM,Youth,Student,150.0,1.0,706.44,1
56.35,Debit,Charlotte,ATM,Adult,Doctor,75.0,1.0,5095.73,1
248.95000000000002,Credit,San Francisco,Branch,Senior,Retired,29.000000000000004,1.0,3059.79,0
142.58,Debit,San Antonio,ATM,Youth,Engineer,145.0,1.0,7844.23,0
899.2850000000002,Debit,Fort Worth,ATM,Youth,Student,87.0,1.0,1119.61,1
84.34,Debit,Memphis,Online,Adult,Retired,247.99999999999997,1.0,5313.97,2
899.2850000000002,Debit,Phoenix,ATM,Youth,Engineer,156.0,1.0,6227.99,0
333.78,Debit,San Diego,ATM,Senior,Retired,98.0,1.0,6810.94,0
332.59,Debit,San Antonio,Online,Adult,Retired,143.0,1.0,1457.07,0
236.81,Debit,Oklahoma City,Branch,Youth,Student,15.0,1.0,813.68,2
417.8,Credit,Philadelphia,Branch,Youth,Student,130.0,1.0,1518.82,0
319.27,Debit,San Antonio,ATM,Adult,Doctor,150.0,1.0,10269.78,0
384.1,Debit,Detroit,Branch,Adult,Engineer,172.0,1.0,672.7899999999998,1
820.62,Credit,Fresno,Branch,Senior,Doctor,158.0,1.0,6024.8,1
474.77,Credit,Indianapolis,Online,Adult,Engineer,50.00000000000001,1.0,2158.59,2
542.72,Credit,Indianapolis,Branch,Adult,Doctor,91.99999999999999,1.0,6011.8,2
79.8,Debit,Fort Worth,ATM,Senior,Retired,75.99999999999999,1.0,6372.58,1
46.24,Debit,San Diego,Branch,Adult,Engineer,52.00000000000001,1.0,2569.56,0
327.8,Debit,San Francisco,ATM,Senior,Doctor,53.99999999999999,1.0,10585.48,0
445.79,Debit,Las Vegas,ATM,Adult,Doctor,161.0,1.0,717.9899999999999,2
55.89,Debit,Fresno,Online,Senior,Retired,150.0,1.0,3689.65,1
158.41,Debit,Sacramento,Branch,Youth,Student,16.0,1.0,1512.16,0
101.19,Credit,Denver,Online,Senior,Doctor,75.0,1.0,14389.45,1
827.14,Debit,El Paso,Branch,Youth,Engineer,265.0,1.0,9800.21,1
61.970000000000006,Debit,Phoenix,ATM,Senior,Retired,95.0,1.0,7014.69,0
27.21,Debit,San Jose,ATM,Senior,Retired,102.0,1.0,3520.61,0
173.74,Debit,Houston,Online,Senior,Retired,64.0,1.0,4913.42,2
176.11,Debit,San Jose,Branch,Youth,Engineer,105.0,1.0,9155.35,0
88.4,Debit,Fort Worth,Online,Adult,Engineer,174.0,1.0,2567.53,1
567.92,Debit,Columbus,Online,Adult,Retired,14.0,1.0,3779.4699999999993,1
138.11,Credit,Phoenix,Online,Senior,Retired,104.0,1.0,4177.65,0
456.93,Credit,Virginia Beach,Branch,Youth,Engineer,193.0,1.0,7284.76,0
101.42,Debit,Atlanta,Online,Senior,Retired,146.0,1.0,6530.59,1
300.61,Debit,El Paso,Online,Adult,Doctor,51.00000000000001,1.0,7895.540000000001,1
265.94,Debit,Boston,Online,Adult,Engineer,132.0,1.0,6781.3,1
345.54,Debit,San Diego,Online,Youth,Engineer,50.00000000000001,1.0,2091.78,0
411.52,Debit,Los Angeles,ATM,Adult,Doctor,88.0,1.0,11108.39,2
111.21,Debit,Portland,Branch,Youth,Doctor,111.0,1.0,9088.36,0
316.37,Debit,Colorado Springs,ATM,Adult,Engineer,86.0,1.0,4671.69,1
260.63,Debit,Fort Worth,Branch,Youth,Engineer,142.0,1.0,7534.7300000000005,1
92.36,Debit,Dallas,ATM,Youth,Engineer,144.0,1.0,6353.14,1
262.06,Debit,Oklahoma City,Branch,Senior,Doctor,118.0,1.0,13587.52,2
64.5,Debit,Denver,ATM,Senior,Retired,230.0,1.0,1351.24,1
253.55,Debit,Jacksonville,ATM,Youth,Engineer,85.0,1.0,2797.26,2
211.36,Credit,Nashville,Branch,Youth,Student,125.0,1.0,1222.77,2
175.94,Debit,Indianapolis,ATM,Adult,Retired,89.0,1.0,3728.0400000000004,2
199.47,Debit,Detroit,Online,Adult,Doctor,142.0,1.0,6067.44,1
51.07,Debit,Dallas,Branch,Senior,Retired,133.0,1.0,4292.16,1
435.86,Debit,Jacksonville,ATM,Adult,Retired,134.0,1.0,3801.8200000000006,2
74.73,Credit,Jacksonville,Branch,Senior,Retired,162.0,1.0,6353.22,2
182.79,Credit,Louisville,Online,Youth,Student,14.0,1.0,1251.85,2
628.36,Debit,Austin,Online,Adult,Doctor,107.99999999999999,1.0,11869.71,1
268.39,Debit,San Antonio,Online,Youth,Doctor,177.0,1.0,9409.43,0
362.27,Debit,Jacksonville,ATM,Senior,Retired,47.0,1.0,6003.59,2
560.15,Credit,Memphis,Online,Adult,Engineer,91.99999999999999,1.0,817.83,2
351.99,Debit,Chicago,ATM,Senior,Retired,45.0,1.0,3663.64,1
132.36,Debit,Colorado Springs,Branch,Youth,Student,160.0,1.0,319.65,1
24.77,Credit,Nashville,Online,Adult,Engineer,17.0,1.0,478.23,2
668.67,Debit,Detroit,Online,Adult,Doctor,143.0,1.0,13446.81,1
80.24,Credit,New York,Branch,Adult,Doctor,58.00000000000001,1.0,8012.810000000001,2
8.65,Debit,Mesa,ATM,Senior,Retired,198.0,1.0,4201.22,2
178.91,Debit,Omaha,ATM,Youth,Student,18.999999999999996,1.0,8870.89,0
115.22,Debit,San Francisco,Branch,Youth,Engineer,107.99999999999999,1.0,906.1999999999999,0
161.63,Debit,San Jose,Online,Adult,Doctor,276.0,1.0,9286.37,0
542.75,Credit,Nashville,Branch,Senior,Retired,63.0,1.0,2224.08,2
317.47,Credit,Sacramento,Online,Senior,Doctor,16.0,1.0,14639.28,0
280.99,Debit,Houston,Branch,Adult,Engineer,29.000000000000004,1.0,9733.59,2
24.19,Debit,San Diego,ATM,Youth,Engineer,28.0,1.0,2756.2,0
586.85,Debit,Mesa,ATM,Youth,Doctor,86.0,1.0,6655.15,2
372.41,Debit,San Diego,ATM,Adult,Retired,143.0,1.0,3233.87,0
211.36,Debit,Fresno,ATM,Youth,Student,148.0,1.0,1676.57,1
383.69,Debit,Colorado Springs,Online,Adult,Engineer,285.0,1.0,8371.11,1
247.16999999999996,Credit,Chicago,Branch,Senior,Retired,149.0,1.0,2611.64,1
48.78,Credit,Kansas City,Branch,Youth,Student,136.0,1.0,552.06,2
4.15,Credit,Omaha,Branch,Senior,Retired,119.0,1.0,6017.36,0
60.989999999999995,Debit,Oklahoma City,Branch,Youth,Engineer,58.00000000000001,1.0,7281.46,2
408.19,Debit,Mesa,Branch,Youth,Engineer,241.0,1.0,6847.47,2
524.6,Debit,El Paso,Branch,Adult,Doctor,75.99999999999999,1.0,13017.7,1
108.96,Debit,Milwaukee,ATM,Youth,Student,247.0,1.0,7597.660000000001,2
70.03,Debit,Nashville,Branch,Senior,Retired,49.0,1.0,7330.31,2
124.84,Debit,Louisville,Online,Adult,Retired,79.0,1.0,6711.78,2
324.04,Debit,Virginia Beach,ATM,Adult,Retired,30.0,1.0,2248.06,0
39.69,Debit,Austin,Online,Senior,Retired,163.0,1.0,3524.68,1
157.7,Credit,Omaha,Branch,Adult,,45.99999999999999,1.0,8332.58,0
81.27,Credit,Seattle,Online,Youth,Student,68.00000000000001,1.0,1814.48,0
193.82,Debit,Kansas City,Branch,Youth,Engineer,176.0,1.0,3886.7699999999995,2
16.73,Debit,,Online,Senior,Retired,165.0,1.0,7591.129999999999,0
474.05,Debit,San Jose,ATM,Adult,Retired,214.0,1.0,1484.31,0
39.21,Debit,Miami,ATM,Senior,Doctor,245.0,1.0,9385.57,2
637.75,Debit,Dallas,Branch,Senior,Retired,151.99999999999997,1.0,4202.92,1
153.59,Credit,Portland,Branch,Senior,Retired,174.0,1.0,4813.12,0
186.6,Debit,Tucson,Branch,Youth,Student,139.0,1.0,9716.68,0
644.08,Debit,Atlanta,Online,Youth,Student,55.0,1.0,1980.62,1
226.66,Debit,,Branch,Adult,Doctor,168.00000000000003,1.0,10216.25,0
305.0,Debit,Phoenix,ATM,Youth,Student,222.0,1.0,944.83,0
233.1,Credit,Nashville,Branch,Adult,Doctor,37.0,1.0,7469.2,2
793.13,Debit,Memphis,Online,Senior,Doctor,75.99999999999999,1.0,13389.16,2
224.19,Debit,Houston,ATM,Adult,Doctor,93.0,1.0,8475.47,2
214.83,Credit,Tucson,ATM,Youth,Student,63.0,1.0,991.6899999999999,0
163.46,Credit,Baltimore,Branch,Senior,Retired,111.0,1.0,6953.8,1
194.99,Debit,Jacksonville,Branch,Youth,Engineer,91.0,1.0,1370.03,2
23.4,Debit,El Paso,ATM,Adult,Doctor,175.0,1.0,14851.28,1
227.5,Debit,Sacramento,Online,Youth,Doctor,277.0,1.0,11505.35,0
259.9,Debit,Oklahoma City,Online,Youth,Student,100.00000000000001,1.0,914.2799999999999,2
59.51,Credit,Dallas,Online,Youth,Doctor,55.0,1.0,9955.88,1
50.63,Debit,Columbus,Online,Senior,Retired,143.0,1.0,4732.81,1
899.2850000000002,Debit,Jacksonville,Branch,Youth,Student,91.0,1.0,530.86,2
112.94,Credit,San Antonio,Online,Senior,Retired,30.999999999999996,1.0,3807.8399999999997,0
11.81,Debit,Phoenix,ATM,Youth,Student,131.0,1.0,320.25,0
329.14,Debit,Sacramento,Branch,Adult,Doctor,14.0,1.0,12033.92,0
154.24,Debit,Mesa,ATM,Senior,Retired,82.0,1.0,6109.55,2
233.44,Debit,Chicago,Online,Youth,Student,297.0,1.0,1691.88,1
141.8,,Chicago,ATM,Youth,Student,116.00000000000001,1.0,1697.67,1
209.03,Debit,Detroit,Branch,Adult,Engineer,126.0,1.0,8359.5,1
899.2850000000002,Debit,Baltimore,ATM,Youth,Student,144.0,1.0,1629.12,1
261.14,Debit,San Antonio,,Adult,Engineer,162.0,1.0,6100.08,0
101.81,Debit,Fort Worth,ATM,Adult,Doctor,105.0,1.0,13872.03,1
98.71,Debit,Fort Worth,ATM,Youth,Doctor,117.0,1.0,10095.23,1
87.38,Debit,Atlanta,Branch,Youth,Student,252.0,1.0,1504.99,1
83.39,Debit,Omaha,Branch,Youth,Doctor,158.0,1.0,13182.11,0
267.55,Debit,Charlotte,Online,Adult,Engineer,40.0,1.0,4330.04,1
870.05,Debit,El Paso,ATM,Youth,Doctor,39.0,1.0,905.2499999999999,1
154.32,Credit,Tucson,ATM,Youth,Engineer,112.0,1.0,6972.5,0
164.51,Debit,Louisville,Branch,Senior,Retired,110.0,1.0,3553.69,2
758.12,Debit,San Francisco,ATM,Senior,Retired,90.0,1.0,6164.65,0
103.76,Debit,Kansas City,Online,Youth,Engineer,188.0,1.0,9626.14,2
583.92,Debit,Kansas City,Online,Adult,Engineer,139.0,1.0,6364.14,2
204.06,Debit,Washington,Online,Senior,Retired,159.0,1.0,4351.83,0
53.51,Debit,New York,Online,Adult,Retired,165.0,1.0,5773.5,2
899.2850000000002,Debit,Los Angeles,Branch,Youth,Engineer,262.0,1.0,9257.04,2
52.95,Credit,Charlotte,Online,Senior,,14.0,1.0,6335.58,1
120.17,Debit,Portland,ATM,Adult,Doctor,105.0,1.0,5403.79,0
220.8,Debit,Indianapolis,Online,Youth,Engineer,28.0,1.0,8135.31,2
119.01,Debit,Philadelphia,ATM,Adult,Doctor,87.0,1.0,9798.26,0
183.32,Debit,Raleigh,ATM,Youth,Student,74.0,1.0,137.42,0
858.88,Debit,Jacksonville,Online,Senior,Engineer,227.0,1.0,7015.46,2
11.46,Credit,San Francisco,Online,Adult,Engineer,128.0,1.0,2356.71,0
61.37,Debit,Columbus,Branch,Senior,Retired,164.0,1.0,4294.44,1
103.08,Credit,Milwaukee,Branch,Adult,Engineer,150.0,1.0,9251.38,2
1.2100000000000002,Debit,Atlanta,Branch,Adult,Retired,196.0,1.0,7542.739999999999,1
425.18,Credit,Colorado Springs,Online,Youth,Engineer,172.0,1.0,9880.71,1
60.96,Debit,Colorado Springs,ATM,Adult,Retired,238.0,1.0,6189.24,1
64.21,Debit,Omaha,ATM,Adult,Doctor,37.0,1.0,12540.18,0
523.02,Debit,Jacksonville,Online,Adult,Retired,83.0,1.0,4586.11,2
50.26,Debit,Las Vegas,Branch,Senior,Retired,164.0,1.0,1519.38,2
110.08,Debit,Detroit,Branch,Youth,Student,95.0,1.0,1447.26,1
54.47,Credit,Philadelphia,Branch,Youth,Student,34.0,1.0,1131.42,0
79.76,Debit,Kansas City,Online,Senior,Doctor,115.0,1.0,10278.75,2
16.79,Credit,Detroit,Online,Youth,Doctor,146.0,1.0,535.15,1
899.2850000000002,Debit,San Diego,Online,Youth,Student,61.99999999999999,1.0,859.8599999999999,0
68.62,Debit,Omaha,Branch,Youth,Doctor,157.0,1.0,13891.47,0
211.36,Debit,New York,Branch,Youth,Student,280.0,1.0,1545.77,2
643.38,Credit,Detroit,Online,Youth,Student,105.0,1.0,1046.74,1
328.34,Credit,San Diego,Online,Adult,Engineer,30.999999999999996,1.0,2840.45,0
72.68,Debit,Seattle,Online,Senior,Retired,44.0,1.0,6216.77,0
354.76,Debit,Detroit,Branch,Adult,Doctor,279.0,1.0,10141.92,1
793.88,Credit,Los Angeles,ATM,Youth,Student,252.0,1.0,1404.06,2
29.22,Debit,Detroit,ATM,Youth,Engineer,69.00000000000001,1.0,7795.79,1
653.97,Debit,Miami,,Youth,Engineer,100.00000000000001,1.0,3886.65,2
366.43,Credit,Portland,Online,Youth,Student,91.99999999999999,1.0,1560.45,0
120.86,Debit,Colorado Springs,Online,Youth,Doctor,162.0,1.0,13566.58,1
233.74,Debit,Boston,Online,Senior,Retired,142.0,1.0,4749.54,1
471.84,Debit,Raleigh,ATM,Youth,Student,138.0,1.0,1044.33,0
213.4,Credit,Fort Worth,Branch,Senior,Retired,100.00000000000001,1.0,2012.24,1
254.20999999999998,Debit,Phoenix,ATM,Adult,Engineer,45.99999999999999,1.0,2487.2,0
577.73,Debit,San Jose,ATM,Youth,Doctor,63.0,1.0,14977.99,0
170.26,Debit,Chicago,ATM,Youth,Student,265.0,1.0,1969.48,1
337.73,Debit,San Antonio,Online,Senior,Retired,107.0,1.0,7001.2,0
330.61,Credit,Nashville,Branch,Senior,Retired,113.0,1.0,2525.25,2
132.33,Credit,Phoenix,ATM,Youth,Engineer,47.0,1.0,7457.94,0
672.74,Credit,Colorado Springs,Branch,Adult,Engineer,118.0,1.0,4734.110000000001,1
74.04,Debit,Memphis,Online,Youth,Student,66.0,1.0,1690.23,2
197.18,Debit,Tucson,Online,Youth,Engineer,135.0,1.0,3114.92,0
21.15,Debit,Columbus,Branch,Senior,Retired,180.0,1.0,3466.74,1
218.37,Debit,Houston,ATM,Senior,Doctor,112.0,1.0,9942.24,2
590.01,Debit,San Jose,Online,Youth,Doctor,140.0,1.0,9791.74,0
697.82,Debit,New York,Online,Adult,Engineer,153.0,1.0,6824.0,2
302.76,Debit,Sacramento,ATM,Youth,Engineer,88.0,1.0,8583.39,0
148.0,Debit,Tucson,Branch,Youth,Student,35.0,1.0,1488.65,0
22.26,Debit,San Antonio,Branch,Youth,Student,56.0,1.0,5583.88,0
0.86,Debit,Colorado Springs,ATM,Youth,Student,139.0,1.0,1357.22,1
757.1,Debit,Atlanta,Branch,Senior,Doctor,203.0,1.0,10553.23,1
38.81,Credit,Virginia Beach,Online,Youth,Student,145.0,1.0,1619.6,0
76.51,Credit,Mesa,Online,Adult,Engineer,120.0,1.0,9475.4,2
32.46,Debit,Charlotte,Online,Youth,Doctor,10.0,1.0,8656.18,1
899.2850000000002,Credit,San Jose,Branch,Senior,Doctor,158.0,1.0,207.74,0
20.64,Debit,Charlotte,Branch,Youth,Student,59.00000000000001,1.0,949.38,1
662.11,Debit,Atlanta,Branch,Youth,Student,219.0,1.0,1996.38,1
288.77,Debit,Los Angeles,,Adult,Engineer,110.0,1.0,8836.51,2
35.05,Debit,Boston,Branch,Youth,Doctor,105.0,1.0,14330.47,1
214.73,Credit,Los Angeles,ATM,Adult,Doctor,26.0,1.0,5368.42,2
25.38,Debit,Louisville,Branch,Adult,Engineer,66.0,1.0,8616.05,2
617.66,Debit,Memphis,ATM,Adult,Engineer,40.0,1.0,5906.58,2
446.39,Debit,Houston,ATM,Senior,Retired,77.0,1.0,7863.6,2
377.92,Debit,Raleigh,Branch,Youth,Engineer,204.0,1.0,2254.71,0
11.04,Debit,Phoenix,Online,Youth,Engineer,43.0,1.0,6983.04,0
275.46,Debit,Fort Worth,ATM,Youth,Doctor,67.0,1.0,9697.75,1
179.76,Debit,Philadelphia,Online,Senior,Retired,81.0,1.0,5909.52,0
32.34,Debit,Kansas City,Branch,Adult,Doctor,45.0,1.0,7847.619999999999,2
273.92,Debit,Portland,Branch,Senior,Retired,109.0,1.0,4543.56,0
375.45,Debit,Fort Worth,Branch,Youth,Student,32.0,1.0,1307.23,1
388.98,Debit,Fresno,ATM,Youth,Student,155.0,1.0,1819.91,1
492.84,Debit,Indianapolis,ATM,Youth,Student,37.99999999999999,1.0,577.67,2
148.85,Debit,Mesa,ATM,Adult,Doctor,25.000000000000004,1.0,7802.360000000001,2
211.36,Credit,Philadelphia,Branch,Senior,Retired,47.0,1.0,2596.61,0
391.66,Debit,,Branch,Adult,Engineer,103.0,1.0,2406.31,0
185.99,Credit,Fresno,Branch,Adult,Engineer,53.00000000000001,1.0,402.45,1
322.48,Debit,Jacksonville,ATM,Youth,Student,57.0,1.0,1238.43,2
20.27,Debit,Miami,Branch,Youth,Student,22.0,1.0,796.3499999999999,2
280.61,Debit,Mesa,ATM,Adult,Engineer,129.0,1.0,7888.76,2
199.02,Debit,Houston,ATM,Senior,Retired,269.0,1.0,4658.89,2
104.23,Credit,Louisville,Online,Senior,Retired,107.99999999999999,1.0,5009.29,2
353.59,Credit,New York,Branch,Adult,Retired,109.0,1.0,1822.34,2
55.86,Debit,Seattle,Online,Adult,Engineer,68.00000000000001,1.0,5346.46,0
10.77,,Indianapolis,ATM,Youth,Doctor,178.0,1.0,10704.95,2
95.55,Debit,Louisville,Branch,Youth,Engineer,51.00000000000001,1.0,2434.74,2
477.07,Debit,Columbus,Online,Youth,Engineer,278.0,1.0,6568.07,1
9.1,Credit,,Online,Adult,Retired,63.0,1.0,2791.45,0
21.41,Debit,Louisville,Online,Adult,Doctor,99.0,1.0,658.91,2
278.28,Debit,Jacksonville,Branch,Youth,Student,26.0,1.0,1346.88,2
388.1,Credit,Los Angeles,Online,Senior,Retired,40.0,1.0,3022.12,2
215.39,Debit,Detroit,ATM,Youth,Student,215.99999999999997,1.0,1582.55,1
194.37,Debit,Milwaukee,ATM,Senior,Doctor,161.0,1.0,14395.88,2
37.7,Debit,Miami,ATM,Youth,Student,109.0,1.0,1741.1,2
19.59,Debit,Charlotte,Branch,Senior,Retired,122.0,1.0,1061.69,1
81.35,Debit,Houston,Online,Adult,Engineer,103.0,1.0,7192.45,2
314.54,Credit,Virginia Beach,Branch,Adult,Engineer,228.0,1.0,9923.45,0
466.64,Debit,Las Vegas,ATM,Adult,Doctor,11.0,1.0,10915.11,2
397.01,Debit,Los Angeles,ATM,Youth,Student,100.00000000000001,1.0,719.52,2
472.48,Debit,New York,Branch,Adult,Engineer,87.0,1.0,7128.82,2
67.15,Debit,Indianapolis,Online,Adult,Doctor,14.0,1.0,9028.49,2
102.67,Debit,Albuquerque,Branch,Senior,Retired,119.0,1.0,4656.94,1
460.09,Credit,Fresno,Online,Youth,Doctor,146.0,1.0,6990.64,1
453.49,Debit,Seattle,Branch,Senior,Doctor,147.0,1.0,6366.43,0
267.17,Debit,Seattle,ATM,Youth,Student,170.0,1.0,1382.62,0
111.26,Debit,Boston,ATM,Senior,Doctor,43.0,1.0,14350.11,1
121.17000000000002,Debit,Phoenix,ATM,Senior,Doctor,158.0,1.0,12990.77,0
213.28,Debit,Mesa,Branch,Adult,Retired,94.0,1.0,4835.91,2
187.88,Debit,Nashville,ATM,Senior,Engineer,180.0,1.0,2154.58,2
471.88,Credit,San Jose,Online,Youth,Doctor,141.0,1.0,14833.34,0
83.79,Debit,Nashville,ATM,Adult,Engineer,47.0,1.0,5061.3,2
212.14,Debit,Austin,Branch,Senior,Retired,105.0,1.0,7225.06,1
99.16,Debit,San Francisco,Online,Senior,Retired,202.0,1.0,2607.58,0
839.33,Credit,Louisville,Branch,Senior,Doctor,86.0,1.0,11538.97,2
29.91,Credit,Philadelphia,Online,Senior,Retired,43.0,1.0,2834.84,0
4.24,Debit,San Diego,Online,Youth,Engineer,37.99999999999999,1.0,7822.729999999999,0
50.29,Credit,Raleigh,Online,Adult,Doctor,64.0,1.0,7604.9,0
135.85,Debit,Fresno,Online,Adult,Retired,269.0,1.0,1480.39,1
368.53,Debit,Raleigh,Branch,Senior,Doctor,34.0,1.0,13696.31,0
17.95,Credit,Sacramento,Branch,Senior,Doctor,135.0,1.0,12344.9,0
127.8,Credit,Virginia Beach,Branch,Youth,Engineer,47.0,1.0,8630.99,0
16.73,Debit,Houston,Online,Adult,Engineer,48.0,1.0,2202.62,2
